interaction_id,user_id,product_id,interaction_type,quantity,interaction_time
97,710,13,View,1,2025-12-27 17:58:55
98,666,3,View,1,2025-11-08 08:14:20
99,873,11,AddToCart,1,2025-12-10 00:45:01
100,873,18,View,1,2026-01-23 05:46:41
101,390,11,View,1,2025-12-19 03:34:52
102,642,16,Like,1,2025-11-15 03:45:19
103,894,18,Purchase,1,2026-01-04 00:35:50
104,633,3,Purchase,1,2026-01-28 11:37:43
105,647,10,Like,1,2026-01-09 19:02:57
106,233,3,View,1,2026-01-16 00:06:07
107,445,4,View,1,2025-12-29 18:14:47
108,779,4,AddToCart,1,2026-01-28 04:11:11
109,455,6,View,1,2025-11-26 23:38:01
110,711,10,View,1,2026-01-16 06:54:24
111,926,1,AddToCart,1,2026-01-07 00:51:26
112,48,11,View,1,2025-12-29 16:48:53
113,816,2,View,1,2025-12-12 23:07:52
114,301,12,View,1,2025-11-28 06:35:50
115,384,14,View,1,2025-12-24 19:29:41
116,150,8,View,1,2026-01-20 08:31:40
117,544,14,View,1,2026-01-21 13:43:00
118,580,6,Purchase,1,2026-01-21 18:20:57
119,180,3,View,1,2026-01-11 19:03:24
120,625,13,View,1,2025-12-03 03:12:22
121,635,8,Purchase,2,2026-01-11 11:37:04
122,935,19,Like,1,2026-01-08 17:20:31
123,147,8,Purchase,2,2025-11-09 18:25:50
124,654,9,AddToCart,1,2026-02-03 03:49:32
125,471,9,View,1,2025-12-12 06:06:42
126,683,1,View,1,2025-12-12 20:01:39
127,921,15,View,1,2025-12-15 15:37:45
128,923,10,View,1,2026-01-20 17:23:33
129,694,18,View,1,2026-01-10 17:28:19
130,162,3,View,1,2025-12-05 13:29:46
131,453,12,AddToCart,1,2025-12-28 19:30:11
132,602,10,View,1,2025-11-10 10:19:40
133,655,14,View,1,2025-11-06 11:10:15
134,707,9,View,1,2026-01-16 09:50:10
135,468,10,View,1,2025-11-29 14:37:37
136,204,13,View,1,2025-11-24 22:11:14
137,874,16,Purchase,1,2026-01-04 10:58:23
138,243,13,View,1,2026-01-28 13:31:36
139,586,12,View,1,2026-01-20 00:38:47
140,589,10,View,1,2026-01-27 17:56:28
141,717,10,AddToCart,1,2026-01-28 16:28:54
142,23,13,View,1,2025-12-18 05:22:23
143,282,1,View,1,2026-01-24 18:57:41
144,580,2,View,1,2025-11-27 02:31:32
145,933,20,View,1,2026-02-01 16:52:36
146,764,16,Purchase,2,2026-01-05 17:47:38
147,795,8,AddToCart,1,2026-01-12 14:51:52
148,622,12,View,1,2026-01-13 02:19:13
149,225,7,Purchase,2,2026-01-07 02:03:09
150,695,5,Purchase,1,2025-12-10 21:51:31
151,926,2,AddToCart,1,2026-01-17 12:29:17
152,317,15,AddToCart,1,2026-01-01 07:59:48
153,35,19,View,1,2025-12-28 06:39:55
154,374,5,View,1,2026-01-15 21:40:22
155,93,10,View,1,2026-01-02 18:57:11
156,335,14,AddToCart,1,2025-11-24 06:45:57
157,180,7,View,1,2026-01-19 13:30:45
158,136,18,Purchase,2,2026-01-14 14:07:58
159,544,17,Purchase,2,2025-11-23 23:50:31
160,851,6,View,1,2025-12-03 18:26:36
161,264,16,AddToCart,1,2025-12-18 18:46:27
162,991,10,View,1,2025-11-22 10:23:31
163,765,11,View,1,2026-01-10 11:40:12
164,824,4,AddToCart,1,2025-11-12 10:29:06
165,480,3,View,1,2025-11-23 08:38:48
166,145,8,AddToCart,1,2025-11-22 01:55:54
167,881,13,AddToCart,1,2026-01-15 13:49:08
168,991,18,View,1,2025-12-25 02:18:34
169,375,3,View,1,2025-11-16 19:04:27
170,810,13,View,1,2025-12-11 19:53:43
171,15,9,View,1,2025-11-09 03:38:39
172,550,4,Like,1,2025-12-16 19:27:19
173,466,12,View,1,2025-12-02 07:20:18
174,689,9,View,1,2025-12-29 05:55:42
175,599,13,View,1,2025-11-30 20:40:57
176,843,12,View,1,2025-11-17 20:02:12
177,111,8,AddToCart,1,2025-11-20 19:57:04
178,483,1,View,1,2025-12-31 21:44:45
179,635,18,AddToCart,1,2026-01-26 08:18:56
180,336,20,View,1,2025-11-29 23:11:25
181,227,3,Like,1,2025-11-05 18:06:49
182,651,15,View,1,2025-12-07 07:13:36
183,932,10,View,1,2025-12-20 11:35:25
184,665,14,Purchase,1,2026-01-13 02:39:20
185,144,2,View,1,2026-02-04 05:28:48
186,969,2,Purchase,2,2025-11-20 05:40:59
187,505,4,View,1,2025-11-09 02:01:40
188,100,8,View,1,2025-11-20 03:06:52
189,909,18,View,1,2026-02-03 08:49:13
190,139,13,AddToCart,1,2025-12-06 12:44:31
191,465,12,View,1,2026-01-02 03:47:30
192,687,18,View,1,2025-11-10 03:27:41
193,430,19,View,1,2026-01-19 07:43:13
194,761,5,View,1,2026-02-03 17:34:00
195,907,14,View,1,2026-01-04 22:10:10
196,671,4,Purchase,2,2026-01-03 23:25:54
197,631,14,Like,1,2026-01-26 01:37:05
198,962,9,Like,1,2026-01-08 11:16:32
199,34,12,AddToCart,1,2025-12-04 10:42:04
200,223,15,View,1,2025-12-22 20:01:34
201,456,8,AddToCart,1,2026-01-20 21:34:45
202,876,12,View,1,2025-12-30 19:23:37
203,102,12,View,1,2025-12-28 14:55:33
204,558,12,View,1,2025-12-09 23:21:34
205,63,13,View,1,2025-11-12 06:47:03
206,283,7,AddToCart,1,2026-01-20 07:53:07
207,992,4,View,1,2026-01-12 21:58:38
208,972,15,View,1,2025-12-06 01:37:29
209,94,7,View,1,2025-12-26 05:13:08
210,658,20,Like,1,2025-11-26 13:30:30
211,995,1,View,1,2025-11-23 01:24:20
212,52,11,View,1,2025-12-25 18:03:37
213,250,5,View,1,2025-11-11 19:49:20
214,806,19,AddToCart,1,2026-01-20 13:04:27
215,211,3,View,1,2025-12-24 06:01:19
216,850,18,View,1,2025-11-20 16:19:11
217,213,19,View,1,2025-12-15 14:08:59
218,222,8,View,1,2025-12-27 22:25:41
219,337,5,View,1,2025-12-27 08:20:39
220,808,20,View,1,2025-12-14 08:59:22
221,3,9,Like,1,2025-11-14 03:12:30
222,880,5,View,1,2025-12-09 03:07:39
223,134,18,View,1,2025-11-26 16:23:18
224,257,6,Purchase,1,2026-01-29 23:25:23
225,677,1,View,1,2025-11-25 22:06:36
226,135,1,View,1,2026-01-08 14:38:27
227,367,8,View,1,2025-12-07 10:18:15
228,603,11,View,1,2025-12-07 08:24:02
229,17,6,Like,1,2025-12-10 05:40:46
230,272,2,View,1,2025-12-03 17:02:15
231,130,14,Purchase,1,2025-11-26 09:58:26
232,764,3,View,1,2026-01-17 06:46:28
233,488,15,View,1,2026-01-04 05:39:28
234,797,12,View,1,2025-12-26 17:06:42
235,526,19,View,1,2025-12-21 07:27:25
236,112,15,View,1,2025-12-29 16:57:51
237,516,8,Purchase,1,2026-01-24 04:17:34
238,745,17,View,1,2026-01-17 05:33:30
239,309,15,Like,1,2026-01-07 05:56:19
240,659,1,View,1,2025-11-06 01:28:25
241,63,16,Purchase,2,2025-11-16 08:16:52
242,437,4,AddToCart,1,2026-01-09 03:41:57
243,503,15,AddToCart,1,2025-12-08 19:12:54
244,76,3,AddToCart,1,2025-12-18 11:26:22
245,330,20,AddToCart,1,2025-11-28 13:00:39
246,152,3,View,1,2026-02-01 00:35:21
247,130,9,View,1,2026-01-06 13:32:38
248,640,19,View,1,2026-01-03 18:59:12
249,562,11,Purchase,2,2026-02-02 09:28:11
250,612,17,View,1,2026-01-04 12:18:05
251,302,15,AddToCart,1,2025-11-28 21:07:05
252,518,20,View,1,2025-11-09 01:52:49
253,441,4,View,1,2026-01-10 11:25:10
254,813,4,View,1,2026-01-30 04:41:50
255,874,18,View,1,2025-12-06 08:47:49
256,739,7,View,1,2025-12-12 05:37:20
257,441,15,View,1,2026-02-02 03:14:13
258,910,8,View,1,2026-01-21 12:15:19
259,424,11,View,1,2025-11-16 05:08:25
260,848,15,View,1,2025-12-12 16:06:56
261,409,14,View,1,2025-11-30 02:51:32
262,748,4,AddToCart,1,2025-12-27 15:48:14
263,321,14,View,1,2026-01-14 11:56:42
264,321,9,View,1,2025-12-02 15:59:56
265,384,5,View,1,2025-11-07 14:31:41
266,704,16,View,1,2026-02-01 16:31:34
267,69,3,View,1,2025-12-25 09:20:56
268,852,3,View,1,2026-01-24 00:36:45
269,96,14,View,1,2026-01-19 00:20:29
270,99,12,View,1,2025-12-11 14:40:31
271,832,5,View,1,2025-12-25 03:23:12
272,570,2,Purchase,2,2026-01-22 03:39:29
273,687,4,AddToCart,1,2025-12-24 14:23:58
274,421,12,View,1,2025-12-18 11:10:57
275,895,14,View,1,2025-12-22 11:17:48
276,889,2,View,1,2025-11-09 11:08:29
277,992,10,View,1,2025-12-03 23:42:03
278,615,10,Like,1,2026-01-31 10:06:27
279,361,4,View,1,2026-01-07 11:07:49
280,592,17,View,1,2025-11-23 21:32:45
281,218,5,View,1,2025-12-06 07:20:33
282,673,16,AddToCart,1,2025-12-25 02:25:16
283,230,4,View,1,2025-11-13 04:50:18
284,359,18,View,1,2025-11-14 12:33:15
285,377,4,View,1,2025-11-21 11:01:04
286,781,9,View,1,2026-01-19 06:55:20
287,588,8,View,1,2025-12-27 10:31:54
288,827,14,View,1,2025-12-26 23:25:09
289,866,18,View,1,2025-11-05 22:02:28
290,998,20,View,1,2026-01-05 01:49:10
291,629,18,View,1,2025-11-11 13:31:12
292,27,20,View,1,2025-11-25 16:06:58
293,952,9,View,1,2026-01-09 06:57:13
294,30,6,View,1,2026-01-05 07:50:05
295,280,10,AddToCart,1,2026-01-19 07:32:13
296,944,11,View,1,2025-11-25 21:41:37
297,360,1,View,1,2026-01-28 04:26:28
298,186,5,View,1,2026-01-10 18:04:10
299,580,13,View,1,2025-12-16 09:26:21
300,72,5,AddToCart,1,2026-01-25 08:12:01
301,759,1,View,1,2025-11-15 07:07:36
302,94,17,Purchase,1,2025-11-25 03:59:41
303,386,14,View,1,2025-12-27 10:01:04
304,465,11,View,1,2026-01-24 16:05:02
305,162,12,AddToCart,1,2026-01-12 10:28:09
306,320,11,Purchase,1,2026-01-29 12:19:58
307,905,2,AddToCart,1,2026-01-16 04:29:19
308,160,6,AddToCart,1,2026-01-19 11:19:20
309,773,20,View,1,2025-12-17 11:08:13
310,51,3,AddToCart,1,2026-01-06 23:33:23
311,279,15,View,1,2026-01-23 12:08:07
312,678,14,Purchase,2,2026-02-04 10:44:18
313,622,15,View,1,2025-11-12 05:00:45
314,425,9,AddToCart,1,2026-01-16 17:20:29
315,221,17,View,1,2026-01-10 19:33:25
316,117,12,View,1,2025-11-20 03:14:01
317,441,4,View,1,2025-11-07 12:18:29
318,291,19,AddToCart,1,2025-12-19 19:01:55
319,499,17,View,1,2026-01-13 19:23:02
320,684,10,View,1,2025-12-07 09:54:45
321,47,8,View,1,2025-11-08 21:14:28
322,405,20,View,1,2025-11-13 16:53:53
323,57,1,Purchase,1,2025-11-12 07:38:24
324,309,7,View,1,2025-11-10 11:24:48
325,786,5,Like,1,2025-11-22 11:42:41
326,783,9,View,1,2026-01-21 07:36:51
327,297,11,View,1,2025-11-29 15:56:52
328,123,1,AddToCart,1,2025-12-29 09:23:24
329,510,14,View,1,2025-11-12 01:06:06
330,180,5,View,1,2025-12-31 00:43:08
331,390,18,View,1,2026-01-23 23:28:17
332,721,8,AddToCart,1,2025-11-27 07:24:44
333,513,18,View,1,2026-02-01 15:42:44
334,854,12,Like,1,2025-11-30 07:39:11
335,74,13,Like,1,2025-12-14 18:48:46
336,883,2,View,1,2025-12-12 21:08:28
337,447,1,View,1,2025-12-19 00:09:31
338,471,3,View,1,2026-01-05 09:28:20
339,883,11,View,1,2025-12-14 11:23:30
340,590,14,View,1,2025-12-17 05:58:52
341,588,13,View,1,2025-12-05 22:14:06
342,727,14,View,1,2025-11-06 20:19:06
343,297,4,Purchase,2,2025-12-13 00:33:53
344,22,11,AddToCart,1,2026-01-09 13:51:34
345,176,20,AddToCart,1,2025-11-16 16:37:55
346,472,12,View,1,2025-12-27 03:12:50
347,91,14,View,1,2025-11-05 18:42:18
348,865,4,View,1,2026-01-06 11:34:58
349,250,14,Like,1,2026-01-14 03:20:49
350,604,13,View,1,2026-01-04 05:49:05
351,537,3,Purchase,2,2025-11-11 08:18:50
352,892,10,View,1,2026-01-17 14:28:32
353,764,11,View,1,2026-01-16 15:09:05
354,227,11,AddToCart,1,2026-01-01 01:31:31
355,798,6,View,1,2025-11-09 15:01:18
356,79,17,Purchase,1,2026-01-12 06:07:59
357,544,17,Purchase,1,2026-01-26 13:31:42
358,928,12,View,1,2025-11-12 06:06:19
359,360,5,View,1,2025-12-09 22:27:41
360,242,4,View,1,2026-02-03 07:28:03
361,150,9,Purchase,1,2025-12-24 00:39:17
362,178,20,View,1,2025-11-15 12:16:24
363,157,3,View,1,2025-12-03 08:19:40
364,182,16,View,1,2026-01-20 14:33:02
365,476,19,AddToCart,1,2026-01-10 19:10:22
366,779,19,View,1,2025-12-04 11:09:27
367,460,19,AddToCart,1,2026-01-03 02:21:38
368,659,20,Purchase,2,2025-11-13 14:31:53
369,885,11,View,1,2025-12-02 12:56:34
370,155,15,View,1,2026-01-18 12:10:40
371,70,16,Like,1,2026-02-03 04:18:21
372,453,10,View,1,2025-12-17 16:49:08
373,816,9,Purchase,1,2025-12-12 05:43:03
374,361,17,View,1,2025-12-13 13:38:25
375,76,10,View,1,2026-01-24 00:38:37
376,473,15,Purchase,1,2026-01-08 08:33:22
377,59,12,View,1,2025-11-08 04:46:24
378,852,10,View,1,2025-12-21 05:25:51
379,79,3,View,1,2025-11-20 09:13:11
380,630,20,View,1,2025-12-27 00:01:46
381,520,13,View,1,2025-11-26 13:17:02
382,474,19,View,1,2025-11-18 10:45:05
383,568,2,Like,1,2026-01-16 17:01:20
384,461,19,View,1,2025-12-13 04:02:18
385,668,7,View,1,2026-01-21 13:34:09
386,330,20,View,1,2026-01-21 15:14:00
387,488,17,AddToCart,1,2026-01-26 16:21:44
388,155,2,View,1,2025-12-28 04:35:23
389,462,4,Like,1,2025-12-03 20:18:33
390,831,11,View,1,2026-01-05 18:23:35
391,732,3,View,1,2025-11-19 04:40:48
392,517,6,View,1,2025-12-04 03:28:54
393,41,8,View,1,2026-01-09 23:09:27
394,725,15,View,1,2026-01-30 07:46:06
395,450,17,View,1,2026-02-01 23:07:39
396,536,20,AddToCart,1,2026-01-21 09:29:01
397,163,12,View,1,2026-01-28 09:32:23
398,382,10,View,1,2026-01-15 00:24:32
399,397,14,View,1,2026-01-07 02:46:14
400,794,11,AddToCart,1,2025-12-11 10:25:00
401,696,20,View,1,2025-11-06 06:56:29
402,54,11,View,1,2025-12-28 22:45:52
403,68,11,View,1,2026-01-29 03:18:51
404,97,18,AddToCart,1,2025-12-29 02:21:57
405,695,13,View,1,2025-11-18 22:23:04
406,291,9,View,1,2025-11-17 04:07:06
407,742,20,AddToCart,1,2025-11-09 06:17:53
408,895,5,AddToCart,1,2025-11-05 16:40:48
409,342,3,View,1,2025-12-30 19:29:26
410,597,5,Purchase,2,2026-01-02 03:15:58
411,318,13,View,1,2025-12-13 11:14:11
412,133,20,View,1,2025-12-27 08:36:52
413,726,3,View,1,2025-12-28 08:47:11
414,318,18,View,1,2025-11-13 11:19:10
415,386,11,View,1,2025-12-04 18:56:29
416,833,5,Purchase,1,2025-11-25 14:25:06
417,662,14,View,1,2026-01-16 20:37:01
418,521,12,View,1,2026-01-16 04:37:04
419,19,12,View,1,2026-01-31 22:22:31
420,317,6,Purchase,1,2026-01-14 16:30:58
421,350,16,View,1,2025-12-08 14:11:31
422,197,8,View,1,2025-11-25 18:20:33
423,141,5,View,1,2025-12-15 06:30:51
424,80,10,View,1,2026-02-01 03:13:33
425,865,4,Like,1,2026-01-06 22:05:21
426,520,18,Like,1,2026-01-26 21:00:09
427,856,17,View,1,2025-12-24 23:17:38
428,39,11,Like,1,2025-11-19 00:54:15
429,898,20,View,1,2025-11-20 20:00:38
430,135,20,Purchase,2,2025-11-23 01:41:37
431,158,6,View,1,2025-11-26 15:25:58
432,186,20,View,1,2026-01-04 02:24:20
433,829,6,View,1,2026-01-25 06:03:51
434,739,15,View,1,2025-11-29 17:53:26
435,45,14,View,1,2025-11-24 01:46:21
436,374,8,View,1,2025-11-16 08:02:58
437,993,15,View,1,2025-11-22 19:33:16
438,626,10,AddToCart,1,2026-01-09 08:27:05
439,771,15,View,1,2026-01-21 20:18:09
440,240,18,View,1,2025-12-30 06:50:50
441,245,10,Like,1,2026-01-26 22:50:55
442,989,16,View,1,2025-11-10 11:41:37
443,926,7,View,1,2026-01-26 20:50:12
444,377,19,View,1,2026-01-17 03:00:50
445,452,15,Purchase,2,2026-02-03 17:32:20
446,797,13,View,1,2025-12-28 11:52:31
447,515,17,View,1,2025-12-19 23:47:07
448,429,6,AddToCart,1,2026-01-06 19:09:36
449,837,7,Purchase,1,2025-12-28 13:46:15
450,894,9,View,1,2025-11-12 07:23:56
451,54,16,View,1,2025-12-03 10:13:46
452,896,12,View,1,2026-01-09 10:05:59
453,568,4,Purchase,1,2025-11-11 17:55:34
454,292,3,View,1,2025-11-29 13:06:15
455,782,6,View,1,2025-11-14 17:47:16
456,280,15,Purchase,1,2025-11-24 08:58:33
457,851,14,View,1,2026-01-14 15:42:18
458,94,8,View,1,2025-12-31 13:50:44
459,837,15,View,1,2025-12-22 12:11:44
460,906,12,View,1,2025-12-07 07:53:53
461,953,1,View,1,2025-12-09 21:09:08
462,425,2,View,1,2025-11-17 15:43:21
463,406,17,View,1,2026-01-09 09:11:30
464,383,8,View,1,2026-01-07 20:19:20
465,396,3,Like,1,2025-11-27 23:27:39
466,384,8,View,1,2025-11-14 22:04:53
467,29,11,Like,1,2025-12-02 21:22:38
468,954,4,View,1,2026-01-04 08:32:10
469,860,11,Purchase,1,2025-11-11 23:37:34
470,141,2,AddToCart,1,2026-01-31 14:23:17
471,294,16,View,1,2025-11-23 23:50:38
472,713,5,AddToCart,1,2025-12-06 01:27:16
473,778,16,Purchase,2,2025-12-22 09:05:54
474,631,1,View,1,2025-12-18 23:02:27
475,928,3,View,1,2025-12-07 02:03:41
476,20,9,View,1,2026-01-04 01:08:30
477,221,5,AddToCart,1,2026-01-08 05:31:29
478,562,20,AddToCart,1,2025-12-04 21:14:06
479,541,14,AddToCart,1,2026-01-11 12:50:03
480,114,10,View,1,2025-12-31 22:10:27
481,244,10,AddToCart,1,2025-11-20 00:03:56
482,125,2,View,1,2025-12-30 02:47:29
483,245,14,View,1,2025-12-30 05:50:37
484,655,20,View,1,2025-12-10 14:17:27
485,469,3,View,1,2026-01-22 15:02:11
486,114,16,View,1,2025-12-05 22:04:09
487,612,18,View,1,2025-12-16 18:59:17
488,17,17,View,1,2025-11-21 13:55:05
489,589,8,View,1,2025-11-05 16:13:07
490,736,5,View,1,2025-12-05 14:48:11
491,299,14,View,1,2025-11-29 02:35:21
492,2,20,View,1,2026-01-20 11:40:49
493,362,8,View,1,2025-11-26 17:09:07
494,585,14,View,1,2026-01-13 08:30:14
495,192,3,View,1,2026-01-16 00:51:23
496,537,12,View,1,2026-01-06 10:13:18
497,70,17,View,1,2025-12-17 13:12:08
498,558,17,View,1,2025-12-02 01:40:13
499,806,17,View,1,2026-01-25 18:33:28
500,568,1,Purchase,2,2025-12-10 02:37:22
501,895,16,View,1,2025-11-18 05:54:53
502,45,13,View,1,2026-01-10 04:29:46
503,383,9,View,1,2026-01-15 08:54:36
504,766,1,View,1,2025-12-07 09:33:26
505,366,3,View,1,2026-01-29 10:34:55
506,354,8,View,1,2025-12-21 19:20:00
507,751,4,View,1,2025-12-20 03:28:28
508,791,19,View,1,2025-12-18 10:43:08
509,753,11,View,1,2025-12-10 00:53:17
510,137,2,AddToCart,1,2026-01-19 10:17:51
511,361,18,AddToCart,1,2025-12-04 20:45:38
512,347,6,AddToCart,1,2025-12-22 11:41:07
513,851,15,Like,1,2025-12-28 18:26:53
514,713,16,View,1,2025-11-15 18:33:29
515,647,6,View,1,2025-11-22 06:32:01
516,831,5,View,1,2026-01-06 21:12:14
517,65,15,View,1,2026-01-03 02:30:16
518,38,10,Purchase,1,2025-11-13 03:58:20
519,45,7,View,1,2026-01-25 22:28:46
520,908,2,Purchase,2,2025-12-02 10:50:32
521,956,10,View,1,2026-01-27 13:54:27
522,528,13,Purchase,2,2026-01-24 10:42:47
523,260,2,View,1,2025-11-18 19:11:14
524,772,7,View,1,2026-01-30 17:49:56
525,293,12,View,1,2025-12-27 12:01:50
526,883,2,View,1,2025-11-24 06:40:45
527,887,11,View,1,2025-11-30 18:20:27
528,280,4,View,1,2026-01-15 10:14:33
529,819,12,AddToCart,1,2026-01-30 06:16:18
530,448,13,View,1,2026-01-05 01:05:15
531,762,15,View,1,2025-11-12 15:07:47
532,917,13,View,1,2026-01-14 19:59:01
533,348,6,AddToCart,1,2025-11-12 12:39:15
534,509,16,View,1,2026-01-30 19:42:55
535,377,17,View,1,2025-11-07 00:22:17
536,274,3,View,1,2026-01-26 16:38:29
537,745,14,View,1,2025-12-24 10:46:15
538,81,14,View,1,2026-01-05 12:45:22
539,617,6,View,1,2025-11-08 05:38:51
540,559,10,View,1,2026-01-23 02:33:13
541,329,4,AddToCart,1,2025-12-31 16:51:46
542,82,11,View,1,2025-12-31 09:53:46
543,677,10,View,1,2025-12-14 12:59:29
544,314,15,View,1,2026-01-18 21:19:34
545,618,14,Like,1,2026-01-01 11:50:38
546,171,15,View,1,2025-11-25 20:43:40
547,360,15,AddToCart,1,2026-02-01 04:48:00
548,44,12,View,1,2025-11-08 18:22:30
549,630,14,View,1,2025-12-28 18:16:00
550,282,2,View,1,2025-11-30 12:14:23
551,77,13,Like,1,2025-12-27 23:20:06
552,373,17,View,1,2026-01-31 00:05:52
553,821,6,AddToCart,1,2025-12-27 14:29:54
554,976,1,Purchase,1,2025-12-21 01:02:29
555,870,20,View,1,2026-01-07 16:40:34
556,695,15,View,1,2026-01-19 11:18:00
557,36,5,View,1,2025-11-19 15:17:58
558,69,8,View,1,2025-12-10 17:22:44
559,798,12,AddToCart,1,2025-12-13 07:32:49
560,371,13,Purchase,1,2025-11-26 21:18:06
561,620,5,View,1,2026-01-30 18:09:35
562,696,15,View,1,2026-01-19 04:11:15
563,972,12,AddToCart,1,2026-01-01 10:49:44
564,381,15,View,1,2026-01-15 09:30:07
565,782,3,AddToCart,1,2026-01-27 10:17:49
566,588,5,View,1,2025-12-03 11:02:12
567,543,12,View,1,2025-11-18 04:55:32
568,408,11,View,1,2025-12-20 07:47:30
569,666,9,View,1,2025-12-23 20:39:40
570,256,4,View,1,2025-12-24 18:18:21
571,27,6,View,1,2025-11-13 23:57:57
572,512,17,View,1,2025-12-13 17:32:10
573,397,18,AddToCart,1,2025-12-10 12:49:40
574,121,9,Purchase,2,2025-12-23 23:05:39
575,721,15,View,1,2025-11-06 05:38:24
576,220,20,View,1,2026-01-08 13:06:45
577,293,16,View,1,2025-11-28 09:35:32
578,205,4,View,1,2026-01-26 12:54:02
579,139,3,View,1,2026-01-22 12:20:03
580,463,6,View,1,2026-01-03 19:46:02
581,921,15,View,1,2026-01-10 15:10:18
