interaction_id,user_id,product_id,interaction_type,quantity,interaction_time,weight
240,659,1,view,1,2025-11-06 01:28:25,1
1644,403,19,view,1,2025-11-06 01:46:04,1
1470,582,2,view,1,2025-11-06 02:14:24,1
1076,370,4,purchase,1,2025-11-06 03:36:59,5
1238,587,4,view,1,2025-11-06 03:39:39,1
4711,642,4,view,1,2025-11-06 04:53:47,1
1452,652,1,like,1,2025-11-06 05:33:23,2
3484,42,5,view,1,2025-11-06 05:36:30,1
575,721,15,view,1,2025-11-06 05:38:24,1
961,407,8,view,1,2025-11-06 05:55:00,1
3305,587,2,addtocart,1,2025-11-06 06:05:13,3
401,696,20,view,1,2025-11-06 06:56:29,1
2719,183,2,view,1,2025-11-06 07:17:03,1
2009,778,8,view,1,2025-11-06 07:36:13,1
3208,178,3,view,1,2025-11-06 07:59:46,1
1182,339,18,view,1,2025-11-06 08:30:08,1
3435,646,12,view,1,2025-11-06 08:36:10,1
3489,8,6,addtocart,1,2025-11-06 08:49:55,3
4426,677,5,view,1,2025-11-06 09:21:59,1
2554,189,1,view,1,2025-11-06 09:24:21,1
4064,36,2,view,1,2025-11-06 09:54:27,1
1585,811,16,view,1,2025-11-06 10:21:21,1
72,458,18,view,1,2025-11-06 10:43:01,1
4830,602,7,view,1,2025-11-06 10:45:11,1
4608,802,5,purchase,2,2025-11-06 11:00:49,5
133,655,14,view,1,2025-11-06 11:10:15,1
1802,530,8,purchase,1,2025-11-06 11:27:09,5
2131,457,8,addtocart,1,2025-11-06 12:57:38,3
4748,337,19,like,1,2025-11-06 13:32:44,2
3359,694,6,view,1,2025-11-06 14:03:19,1
3746,503,2,view,1,2025-11-06 14:26:00,1
4022,207,6,view,1,2025-11-06 14:45:23,1
1551,836,2,view,1,2025-11-06 15:16:15,1
2374,592,12,view,1,2025-11-06 15:56:43,1
1635,622,14,addtocart,1,2025-11-06 16:04:12,3
2919,972,4,view,1,2025-11-06 16:30:38,1
997,968,2,like,1,2025-11-06 16:45:58,2
3820,202,4,view,1,2025-11-06 17:22:52,1
3211,118,19,view,1,2025-11-06 17:33:42,1
4075,959,8,like,1,2025-11-06 18:04:47,2
1917,705,16,addtocart,1,2025-11-06 18:56:49,3
3705,598,17,view,1,2025-11-06 19:13:02,1
766,672,9,view,1,2025-11-06 19:33:12,1
342,727,14,view,1,2025-11-06 20:19:06,1
4650,552,1,view,1,2025-11-06 21:27:24,1
4550,979,20,view,1,2025-11-06 21:50:34,1
4938,192,7,view,1,2025-11-06 22:08:05,1
2225,499,18,view,1,2025-11-06 23:46:12,1
2158,56,6,view,1,2025-11-06 23:48:29,1
723,592,8,view,1,2025-11-07 00:20:51,1
535,377,17,view,1,2025-11-07 00:22:17,1
2783,95,19,view,1,2025-11-07 00:34:37,1
1740,759,16,view,1,2025-11-07 00:34:48,1
3599,771,9,view,1,2025-11-07 00:41:06,1
4689,3,14,view,1,2025-11-07 00:46:55,1
3736,775,13,view,1,2025-11-07 01:22:48,1
2189,561,3,addtocart,1,2025-11-07 01:24:55,3
1534,392,12,view,1,2025-11-07 02:09:15,1
1282,3,3,view,1,2025-11-07 03:10:45,1
1689,130,2,view,1,2025-11-07 06:42:55,1
4243,754,10,view,1,2025-11-07 07:01:02,1
2214,828,11,view,1,2025-11-07 07:01:53,1
1928,468,10,like,1,2025-11-07 07:31:39,2
4247,525,7,addtocart,1,2025-11-07 08:18:32,3
1538,515,11,view,1,2025-11-07 08:31:42,1
699,513,2,like,1,2025-11-07 09:15:46,2
2896,972,9,addtocart,1,2025-11-07 09:20:34,3
4398,158,12,view,1,2025-11-07 09:30:07,1
4230,762,3,view,1,2025-11-07 09:49:55,1
2139,26,17,view,1,2025-11-07 09:58:00,1
1356,247,16,view,1,2025-11-07 10:47:21,1
3503,627,3,view,1,2025-11-07 12:11:09,1
317,441,4,view,1,2025-11-07 12:18:29,1
2700,303,9,view,1,2025-11-07 12:51:10,1
2096,202,7,view,1,2025-11-07 13:21:56,1
4086,735,14,view,1,2025-11-07 13:50:51,1
265,384,5,view,1,2025-11-07 14:31:41,1
4377,349,12,view,1,2025-11-07 14:44:16,1
2480,539,14,view,1,2025-11-07 15:00:32,1
4334,238,2,view,1,2025-11-07 15:02:23,1
2843,452,2,view,1,2025-11-07 15:03:44,1
75,782,18,like,1,2025-11-07 15:50:53,2
3689,486,10,view,1,2025-11-07 16:03:49,1
2348,489,8,view,1,2025-11-07 17:44:27,1
2335,899,18,purchase,1,2025-11-07 18:00:21,5
1377,157,9,view,1,2025-11-07 18:23:39,1
4905,321,7,view,1,2025-11-07 19:17:21,1
4503,121,7,view,1,2025-11-07 19:30:06,1
3342,13,10,view,1,2025-11-07 20:34:08,1
1058,349,20,view,1,2025-11-07 20:41:29,1
4999,497,15,view,1,2025-11-07 22:32:50,1
4525,70,2,view,1,2025-11-07 23:14:09,1
1404,66,9,view,1,2025-11-07 23:32:08,1
4667,240,16,addtocart,1,2025-11-07 23:58:28,3
2946,228,7,view,1,2025-11-08 00:31:04,1
3924,676,10,purchase,1,2025-11-08 00:41:12,5
2742,104,8,addtocart,1,2025-11-08 00:48:30,3
4725,641,15,view,1,2025-11-08 01:08:19,1
2243,375,13,view,1,2025-11-08 01:37:12,1
2313,889,16,addtocart,1,2025-11-08 01:39:39,3
4897,887,13,purchase,1,2025-11-08 02:13:14,5
3021,669,12,view,1,2025-11-08 03:28:49,1
377,59,12,view,1,2025-11-08 04:46:24,1
2797,357,14,view,1,2025-11-08 05:35:55,1
3175,100,15,purchase,2,2025-11-08 05:37:32,5
539,617,6,view,1,2025-11-08 05:38:51,1
1778,486,5,view,1,2025-11-08 05:49:58,1
4940,291,7,view,1,2025-11-08 06:35:23,1
2818,488,19,addtocart,1,2025-11-08 06:39:32,3
1564,180,16,view,1,2025-11-08 06:54:45,1
1784,434,13,addtocart,1,2025-11-08 07:05:56,3
3981,98,19,like,1,2025-11-08 07:44:44,2
2371,380,18,view,1,2025-11-08 08:03:36,1
98,666,3,view,1,2025-11-08 08:14:20,1
2596,9,16,view,1,2025-11-08 08:31:55,1
1166,119,5,like,1,2025-11-08 08:50:10,2
4111,704,19,like,1,2025-11-08 09:11:22,2
4697,778,2,view,1,2025-11-08 09:22:21,1
4953,318,14,addtocart,1,2025-11-08 09:31:43,3
3382,260,10,view,1,2025-11-08 10:03:59,1
3260,148,16,view,1,2025-11-08 10:55:54,1
1595,747,1,view,1,2025-11-08 11:02:39,1
970,823,16,view,1,2025-11-08 11:16:30,1
4048,224,5,view,1,2025-11-08 11:18:05,1
3502,735,16,view,1,2025-11-08 12:16:59,1
1914,303,6,like,1,2025-11-08 13:43:48,2
4321,207,10,view,1,2025-11-08 13:47:29,1
3591,896,13,view,1,2025-11-08 14:11:30,1
1405,730,19,view,1,2025-11-08 14:52:36,1
3320,497,6,view,1,2025-11-08 15:16:33,1
2755,547,20,view,1,2025-11-08 15:49:00,1
3687,1000,17,view,1,2025-11-08 16:08:34,1
2626,23,6,view,1,2025-11-08 16:28:23,1
4952,134,7,view,1,2025-11-08 16:48:07,1
980,157,7,addtocart,1,2025-11-08 16:59:17,3
2870,69,13,view,1,2025-11-08 18:08:00,1
548,44,12,view,1,2025-11-08 18:22:30,1
2593,835,5,view,1,2025-11-08 18:31:33,1
3731,613,3,view,1,2025-11-08 18:53:28,1
3706,228,9,view,1,2025-11-08 19:16:32,1
1982,52,17,view,1,2025-11-08 20:02:30,1
2836,434,12,view,1,2025-11-08 20:05:48,1
3854,389,14,view,1,2025-11-08 20:37:25,1
1943,382,11,view,1,2025-11-08 20:53:30,1
943,945,15,addtocart,1,2025-11-08 20:56:09,3
3607,393,12,addtocart,1,2025-11-08 21:07:24,3
3261,674,14,view,1,2025-11-08 21:11:30,1
321,47,8,view,1,2025-11-08 21:14:28,1
2419,987,9,view,1,2025-11-08 22:41:56,1
783,669,16,view,1,2025-11-08 23:55:17,1
709,403,20,view,1,2025-11-09 00:16:51,1
2433,990,13,addtocart,1,2025-11-09 00:25:21,3
3667,997,6,view,1,2025-11-09 00:36:29,1
1697,570,13,view,1,2025-11-09 00:58:28,1
2215,982,14,view,1,2025-11-09 01:35:22,1
252,518,20,view,1,2025-11-09 01:52:49,1
621,917,10,view,1,2025-11-09 01:56:39,1
187,505,4,view,1,2025-11-09 02:01:40,1
4043,126,11,view,1,2025-11-09 02:18:12,1
4371,33,3,view,1,2025-11-09 02:21:19,1
599,906,3,view,1,2025-11-09 03:08:41,1
4799,647,19,like,1,2025-11-09 03:35:05,2
171,15,9,view,1,2025-11-09 03:38:39,1
1831,381,9,view,1,2025-11-09 03:41:18,1
3810,536,11,purchase,1,2025-11-09 03:47:43,5
4142,429,6,view,1,2025-11-09 04:12:14,1
3445,512,18,view,1,2025-11-09 04:32:16,1
4310,447,18,purchase,1,2025-11-09 04:50:59,5
2017,110,9,addtocart,1,2025-11-09 04:55:16,3
407,742,20,addtocart,1,2025-11-09 06:17:53,3
2400,293,7,view,1,2025-11-09 06:25:19,1
1645,563,16,view,1,2025-11-09 06:48:40,1
1613,806,4,view,1,2025-11-09 07:15:36,1
4491,603,18,view,1,2025-11-09 07:22:11,1
1135,248,9,addtocart,1,2025-11-09 07:26:23,3
2426,110,18,view,1,2025-11-09 07:47:45,1
4694,697,17,view,1,2025-11-09 08:01:53,1
608,461,15,addtocart,1,2025-11-09 08:42:38,3
3712,404,7,view,1,2025-11-09 08:43:30,1
3901,31,4,view,1,2025-11-09 09:25:35,1
701,141,11,like,1,2025-11-09 09:29:35,2
4707,707,14,purchase,1,2025-11-09 09:48:47,5
3915,268,18,view,1,2025-11-09 09:53:49,1
809,749,15,view,1,2025-11-09 10:10:41,1
2164,462,13,view,1,2025-11-09 10:16:48,1
1772,878,8,view,1,2025-11-09 10:58:05,1
276,889,2,view,1,2025-11-09 11:08:29,1
2520,834,9,view,1,2025-11-09 11:16:05,1
2880,545,3,view,1,2025-11-09 11:33:26,1
4042,244,20,view,1,2025-11-09 12:00:35,1
2108,41,5,view,1,2025-11-09 13:31:55,1
2712,785,18,addtocart,1,2025-11-09 14:57:51,3
355,798,6,view,1,2025-11-09 15:01:18,1
3791,531,10,view,1,2025-11-09 15:11:03,1
3741,728,19,addtocart,1,2025-11-09 15:41:08,3
2889,364,10,view,1,2025-11-09 16:28:24,1
620,355,17,addtocart,1,2025-11-09 17:10:00,3
123,147,8,purchase,2,2025-11-09 18:25:50,5
4286,639,9,addtocart,1,2025-11-09 19:13:16,3
1257,546,9,view,1,2025-11-09 20:07:49,1
4571,118,4,like,1,2025-11-09 22:28:26,2
2587,233,3,view,1,2025-11-09 22:56:55,1
2605,904,18,view,1,2025-11-09 23:12:39,1
1796,494,3,view,1,2025-11-09 23:20:15,1
2439,919,19,purchase,1,2025-11-09 23:49:35,5
2049,307,18,view,1,2025-11-09 23:51:46,1
1536,801,16,addtocart,1,2025-11-10 00:36:38,3
3749,312,16,view,1,2025-11-10 01:22:14,1
2950,888,20,view,1,2025-11-10 02:31:51,1
2027,469,19,purchase,1,2025-11-10 02:40:45,5
2944,948,9,view,1,2025-11-10 03:09:38,1
192,687,18,view,1,2025-11-10 03:27:41,1
2536,391,20,view,1,2025-11-10 04:31:18,1
4136,196,9,view,1,2025-11-10 05:06:34,1
3336,488,10,view,1,2025-11-10 05:14:34,1
923,570,16,view,1,2025-11-10 06:15:05,1
1626,268,4,like,1,2025-11-10 06:19:56,2
3918,441,4,view,1,2025-11-10 07:11:33,1
3413,927,13,view,1,2025-11-10 07:20:52,1
3300,297,6,view,1,2025-11-10 07:55:58,1
4900,529,19,view,1,2025-11-10 08:06:54,1
4564,47,16,view,1,2025-11-10 08:11:55,1
78,891,7,view,1,2025-11-10 08:36:36,1
3887,239,14,view,1,2025-11-10 08:37:11,1
2174,622,3,view,1,2025-11-10 08:39:26,1
3165,184,20,view,1,2025-11-10 08:45:20,1
2953,909,8,like,1,2025-11-10 10:19:22,2
132,602,10,view,1,2025-11-10 10:19:40,1
1376,551,20,view,1,2025-11-10 10:22:55,1
3902,756,2,view,1,2025-11-10 10:51:12,1
2014,47,6,view,1,2025-11-10 11:05:13,1
1159,384,13,view,1,2025-11-10 11:08:02,1
324,309,7,view,1,2025-11-10 11:24:48,1
3407,20,16,purchase,1,2025-11-10 11:32:53,5
3960,274,1,addtocart,1,2025-11-10 11:34:47,3
442,989,16,view,1,2025-11-10 11:41:37,1
4180,949,14,purchase,2,2025-11-10 11:51:39,5
2122,358,8,view,1,2025-11-10 12:02:33,1
2455,916,19,purchase,2,2025-11-10 12:03:45,5
4130,175,19,purchase,1,2025-11-10 12:40:49,5
4386,986,4,view,1,2025-11-10 13:11:51,1
2590,267,5,view,1,2025-11-10 13:16:04,1
3649,422,19,purchase,2,2025-11-10 13:34:22,5
4986,517,11,view,1,2025-11-10 14:50:12,1
713,546,16,addtocart,1,2025-11-10 15:14:38,3
1989,878,16,addtocart,1,2025-11-10 15:16:08,3
2773,308,8,view,1,2025-11-10 15:30:04,1
1570,340,20,purchase,1,2025-11-10 15:32:18,5
4414,975,17,view,1,2025-11-10 15:33:37,1
3708,86,18,view,1,2025-11-10 15:34:34,1
80,586,13,purchase,1,2025-11-10 16:51:30,5
3506,5,18,view,1,2025-11-10 17:30:16,1
954,214,11,addtocart,1,2025-11-10 18:51:29,3
2656,763,18,view,1,2025-11-10 20:32:22,1
1826,970,11,addtocart,1,2025-11-10 20:48:31,3
4555,515,1,addtocart,1,2025-11-10 21:17:56,3
4702,324,1,view,1,2025-11-10 23:03:28,1
3984,821,17,addtocart,1,2025-11-10 23:57:30,3
1667,578,2,view,1,2025-11-11 00:14:45,1
1262,274,17,view,1,2025-11-11 00:51:16,1
1666,858,9,view,1,2025-11-11 00:53:30,1
3562,501,7,view,1,2025-11-11 00:54:24,1
2167,690,4,purchase,1,2025-11-11 01:01:34,5
1815,703,18,view,1,2025-11-11 02:24:05,1
3330,216,19,addtocart,1,2025-11-11 04:04:25,3
4998,335,15,addtocart,1,2025-11-11 04:05:17,3
3111,381,15,view,1,2025-11-11 04:13:26,1
2236,833,19,view,1,2025-11-11 05:27:10,1
91,103,17,purchase,2,2025-11-11 05:30:24,5
3558,928,6,view,1,2025-11-11 06:19:59,1
3161,925,2,view,1,2025-11-11 06:23:13,1
604,844,19,view,1,2025-11-11 07:26:12,1
4246,853,12,view,1,2025-11-11 07:38:34,1
3695,750,16,view,1,2025-11-11 07:44:36,1
3770,60,5,view,1,2025-11-11 08:01:01,1
3795,105,7,view,1,2025-11-11 08:16:39,1
351,537,3,purchase,2,2025-11-11 08:18:50,5
1749,901,19,addtocart,1,2025-11-11 08:33:24,3
4181,925,9,view,1,2025-11-11 08:37:15,1
1371,519,10,view,1,2025-11-11 09:36:24,1
3760,614,12,like,1,2025-11-11 09:59:31,2
937,992,14,view,1,2025-11-11 10:16:40,1
4852,666,2,like,1,2025-11-11 11:44:46,2
2640,795,13,view,1,2025-11-11 12:14:52,1
3022,38,5,view,1,2025-11-11 13:16:19,1
291,629,18,view,1,2025-11-11 13:31:12,1
4206,218,19,view,1,2025-11-11 13:53:00,1
3061,199,1,view,1,2025-11-11 14:53:26,1
4464,266,17,view,1,2025-11-11 15:01:15,1
2384,629,2,view,1,2025-11-11 15:04:06,1
2793,39,19,view,1,2025-11-11 15:14:51,1
4708,940,8,view,1,2025-11-11 15:19:39,1
2178,486,6,purchase,1,2025-11-11 16:08:37,5
1771,799,7,view,1,2025-11-11 16:20:06,1
4530,801,13,view,1,2025-11-11 16:26:24,1
4149,88,1,view,1,2025-11-11 17:05:42,1
453,568,4,purchase,1,2025-11-11 17:55:34,5
1062,31,9,view,1,2025-11-11 18:22:21,1
2635,320,16,view,1,2025-11-11 18:38:04,1
2302,41,19,like,1,2025-11-11 18:58:40,2
2726,263,2,purchase,2,2025-11-11 19:01:45,5
3488,83,1,view,1,2025-11-11 19:17:58,1
213,250,5,view,1,2025-11-11 19:49:20,1
4902,776,15,view,1,2025-11-11 19:56:39,1
4743,476,14,addtocart,1,2025-11-11 20:11:48,3
1519,220,6,view,1,2025-11-11 20:29:32,1
1000,863,8,view,1,2025-11-11 20:50:57,1
760,389,13,view,1,2025-11-11 21:22:31,1
1722,40,13,addtocart,1,2025-11-11 21:27:13,3
3568,594,8,view,1,2025-11-11 22:40:12,1
3098,68,5,view,1,2025-11-11 23:09:27,1
4821,122,5,addtocart,1,2025-11-11 23:09:39,3
469,860,11,purchase,1,2025-11-11 23:37:34,5
3631,193,15,view,1,2025-11-12 00:18:14,1
1833,475,4,view,1,2025-11-12 00:58:33,1
3593,642,15,view,1,2025-11-12 01:01:57,1
329,510,14,view,1,2025-11-12 01:06:06,1
4105,868,20,view,1,2025-11-12 01:41:58,1
3928,500,4,view,1,2025-11-12 02:04:28,1
1801,193,5,addtocart,1,2025-11-12 02:06:28,3
3046,424,17,view,1,2025-11-12 02:13:29,1
2937,867,20,view,1,2025-11-12 02:58:04,1
1327,141,13,addtocart,1,2025-11-12 03:12:12,3
1574,152,19,view,1,2025-11-12 03:17:53,1
2076,708,10,purchase,1,2025-11-12 03:54:08,5
3209,758,19,view,1,2025-11-12 04:08:25,1
3730,143,19,view,1,2025-11-12 04:48:36,1
313,622,15,view,1,2025-11-12 05:00:45,1
1028,389,13,like,1,2025-11-12 05:37:52,2
358,928,12,view,1,2025-11-12 06:06:19,1
205,63,13,view,1,2025-11-12 06:47:03,1
3592,190,12,view,1,2025-11-12 06:52:29,1
450,894,9,view,1,2025-11-12 07:23:56,1
323,57,1,purchase,1,2025-11-12 07:38:24,5
3956,39,15,addtocart,1,2025-11-12 08:17:47,3
3555,908,10,view,1,2025-11-12 09:23:08,1
164,824,4,addtocart,1,2025-11-12 10:29:06,3
533,348,6,addtocart,1,2025-11-12 12:39:15,3
3539,56,14,view,1,2025-11-12 13:23:12,1
1088,613,11,view,1,2025-11-12 14:07:10,1
4645,424,18,view,1,2025-11-12 14:59:08,1
531,762,15,view,1,2025-11-12 15:07:47,1
4917,782,18,like,1,2025-11-12 15:15:29,2
4577,976,14,view,1,2025-11-12 15:58:44,1
3348,653,12,view,1,2025-11-12 16:03:43,1
4217,158,1,view,1,2025-11-12 16:15:36,1
669,511,10,view,1,2025-11-12 16:35:17,1
1964,13,17,like,1,2025-11-12 16:51:08,2
4688,630,9,purchase,2,2025-11-12 18:05:46,5
645,305,15,view,1,2025-11-12 18:20:03,1
3079,853,6,addtocart,1,2025-11-12 18:28:01,3
1836,595,20,purchase,1,2025-11-12 18:33:44,5
3292,818,19,view,1,2025-11-12 18:54:14,1
3281,582,16,view,1,2025-11-12 19:15:35,1
1307,257,3,view,1,2025-11-12 19:39:44,1
1987,455,19,view,1,2025-11-12 19:49:31,1
1126,559,6,view,1,2025-11-12 19:50:56,1
2978,961,18,view,1,2025-11-12 19:59:04,1
4682,131,9,view,1,2025-11-12 20:07:22,1
1328,793,5,view,1,2025-11-12 21:18:13,1
1497,876,15,view,1,2025-11-12 21:31:54,1
2573,680,12,addtocart,1,2025-11-12 21:59:11,3
2350,291,20,view,1,2025-11-12 22:09:03,1
1811,755,2,view,1,2025-11-12 23:16:21,1
941,209,11,view,1,2025-11-12 23:27:56,1
3270,840,15,purchase,2,2025-11-12 23:31:14,5
1365,978,3,view,1,2025-11-12 23:31:26,1
4212,27,10,view,1,2025-11-12 23:46:14,1
1566,58,8,view,1,2025-11-12 23:53:35,1
3657,176,9,addtocart,1,2025-11-13 00:26:16,3
3823,481,4,view,1,2025-11-13 01:03:26,1
4124,204,9,view,1,2025-11-13 01:36:29,1
518,38,10,purchase,1,2025-11-13 03:58:20,5
4800,935,12,view,1,2025-11-13 04:36:41,1
283,230,4,view,1,2025-11-13 04:50:18,1
3345,985,17,view,1,2025-11-13 05:13:21,1
2045,994,10,addtocart,1,2025-11-13 05:18:13,3
4061,372,16,purchase,2,2025-11-13 06:34:38,5
1382,550,11,purchase,2,2025-11-13 06:56:56,5
4399,343,5,view,1,2025-11-13 07:44:15,1
838,707,4,view,1,2025-11-13 08:16:07,1
1387,89,14,view,1,2025-11-13 09:25:09,1
3384,655,15,view,1,2025-11-13 09:37:46,1
3219,790,13,view,1,2025-11-13 10:14:24,1
3680,547,10,view,1,2025-11-13 10:42:14,1
4840,810,20,view,1,2025-11-13 11:02:17,1
2053,206,7,view,1,2025-11-13 11:12:29,1
414,318,18,view,1,2025-11-13 11:19:10,1
2508,877,13,view,1,2025-11-13 11:44:18,1
730,33,19,view,1,2025-11-13 12:46:05,1
2119,164,14,view,1,2025-11-13 12:55:18,1
4456,24,1,view,1,2025-11-13 13:32:10,1
2954,438,13,view,1,2025-11-13 13:37:59,1
3518,56,12,purchase,2,2025-11-13 14:15:17,5
4010,650,7,view,1,2025-11-13 14:27:35,1
368,659,20,purchase,2,2025-11-13 14:31:53,5
2821,269,3,view,1,2025-11-13 15:12:48,1
986,264,16,view,1,2025-11-13 15:19:05,1
2885,945,17,purchase,2,2025-11-13 15:51:41,5
4211,694,4,purchase,2,2025-11-13 16:24:14,5
4405,518,6,view,1,2025-11-13 16:33:46,1
322,405,20,view,1,2025-11-13 16:53:53,1
4434,932,12,view,1,2025-11-13 17:04:46,1
2662,997,4,view,1,2025-11-13 17:14:42,1
2604,194,14,view,1,2025-11-13 17:19:18,1
2253,776,17,view,1,2025-11-13 17:32:12,1
2206,103,10,addtocart,1,2025-11-13 18:03:45,3
3860,781,12,purchase,2,2025-11-13 18:03:51,5
936,576,14,addtocart,1,2025-11-13 18:20:32,3
3285,146,17,view,1,2025-11-13 19:03:17,1
4469,348,8,addtocart,1,2025-11-13 19:03:33,3
3828,802,4,view,1,2025-11-13 20:40:26,1
3151,556,12,view,1,2025-11-13 21:00:53,1
1655,865,4,addtocart,1,2025-11-13 21:27:46,3
1444,996,16,addtocart,1,2025-11-13 21:38:08,3
2084,949,13,view,1,2025-11-13 21:43:49,1
2036,178,5,view,1,2025-11-13 22:52:05,1
1002,10,7,view,1,2025-11-13 23:03:41,1
2490,389,19,view,1,2025-11-13 23:05:36,1
1549,673,8,view,1,2025-11-13 23:08:02,1
2464,798,4,view,1,2025-11-13 23:42:07,1
3112,850,10,view,1,2025-11-13 23:55:01,1
571,27,6,view,1,2025-11-13 23:57:57,1
3652,682,17,addtocart,1,2025-11-14 00:13:45,3
4074,309,3,view,1,2025-11-14 00:22:30,1
4726,593,4,view,1,2025-11-14 00:29:28,1
929,308,13,view,1,2025-11-14 01:12:41,1
2502,185,19,addtocart,1,2025-11-14 01:27:02,3
1659,658,18,view,1,2025-11-14 01:56:26,1
1957,389,12,addtocart,1,2025-11-14 03:06:51,3
3505,357,14,view,1,2025-11-14 03:11:55,1
221,3,9,like,1,2025-11-14 03:12:30,2
4384,949,15,view,1,2025-11-14 04:27:23,1
2840,174,12,view,1,2025-11-14 04:44:35,1
2985,93,9,addtocart,1,2025-11-14 05:28:13,3
1082,442,15,view,1,2025-11-14 05:41:14,1
2627,996,4,view,1,2025-11-14 05:57:34,1
790,757,2,view,1,2025-11-14 06:06:29,1
1600,944,20,view,1,2025-11-14 07:54:11,1
1942,275,3,view,1,2025-11-14 08:39:52,1
4584,146,14,addtocart,1,2025-11-14 09:10:52,3
1978,891,6,view,1,2025-11-14 11:10:26,1
1370,972,13,addtocart,1,2025-11-14 11:36:57,3
3873,962,12,view,1,2025-11-14 11:55:10,1
4602,692,4,view,1,2025-11-14 12:16:04,1
284,359,18,view,1,2025-11-14 12:33:15,1
1768,292,1,view,1,2025-11-14 13:15:11,1
777,54,4,view,1,2025-11-14 13:21:06,1
1269,729,11,view,1,2025-11-14 13:21:33,1
4915,430,14,view,1,2025-11-14 13:26:01,1
4713,443,1,view,1,2025-11-14 13:49:46,1
1839,889,13,addtocart,1,2025-11-14 15:15:50,3
2991,745,17,view,1,2025-11-14 15:35:57,1
3754,308,16,view,1,2025-11-14 15:40:02,1
3446,989,15,like,1,2025-11-14 15:50:07,2
3092,856,17,view,1,2025-11-14 16:30:36,1
3491,724,19,view,1,2025-11-14 16:36:52,1
829,741,19,addtocart,1,2025-11-14 16:39:23,3
4057,434,16,view,1,2025-11-14 17:18:52,1
3947,58,8,view,1,2025-11-14 17:27:57,1
455,782,6,view,1,2025-11-14 17:47:16,1
2862,386,19,view,1,2025-11-14 17:54:09,1
3462,648,2,view,1,2025-11-14 17:57:41,1
4760,62,5,view,1,2025-11-14 18:54:51,1
1783,730,9,like,1,2025-11-14 19:04:20,2
1259,173,11,view,1,2025-11-14 19:35:15,1
4744,902,20,like,1,2025-11-14 19:53:34,2
4898,233,7,view,1,2025-11-14 21:03:09,1
2199,661,18,view,1,2025-11-14 21:03:11,1
1222,887,12,view,1,2025-11-14 21:40:23,1
3812,30,4,purchase,1,2025-11-14 21:54:07,5
466,384,8,view,1,2025-11-14 22:04:53,1
911,223,2,view,1,2025-11-14 22:37:33,1
1187,30,20,purchase,1,2025-11-14 23:43:09,5
1840,543,10,view,1,2025-11-15 00:49:52,1
4847,539,16,view,1,2025-11-15 01:59:23,1
1540,185,1,addtocart,1,2025-11-15 03:16:27,3
2923,902,14,addtocart,1,2025-11-15 03:30:42,3
4620,360,7,view,1,2025-11-15 03:36:39,1
102,642,16,like,1,2025-11-15 03:45:19,2
3037,331,12,like,1,2025-11-15 04:48:33,2
1369,41,2,view,1,2025-11-15 04:59:19,1
